OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,COMMENTS,REPORT_AC,GIS_ACRES,C_METHOD,OBJECTIVE,FIRE_NUM,SHAPE_Length,SHAPE_Area
21462,2020,CA,CDF,CZU,CZU LIGHTNING COMPLEX,00005205,2020/08/16 00:00:00+00,2020/09/24 00:00:00+00,1,,86509,86553.461,7,1,,2.05499201663238,0.0355263397855584
21480,2020,CA,CDF,ORC,SILVERADO,20121364,2020/10/26 00:00:00+00,2020/11/02 00:00:00+00,14, ,0,12469.206,7,1,,0.538847672966779,0.00490832683072226
21481,2020,CA,CDF,ORC,BLUE RIDGE,20121612,2020/10/26 00:00:00+00,2020/11/02 00:00:00+00,14, ,0,13694.532,7,1,,0.545948043342871,0.00540261199219529
21482,2020,CA,CDF,ORC,BOND,20136890,2020/12/03 00:00:00+00,2020/12/07 00:00:00+00,14, ,0,6681.0986,7,1,,0.442161090646951,0.00263055228513886
21515,2020,CA,CCO,KRN,STAGECOACH,02033315,2020/08/03 00:00:00+00,2020/08/03 00:00:00+00,14,,7750,7750.6372,1,1,,0.390034131178471,0.00311410961707487
21560,2020,CA,CDF,SHU,ZOGG,00009978,2020/09/27 00:00:00+00,2020/10/13 00:00:00+00,14,,56338,56338.051,3,1,,1.50152042172382,0.0241988872893809
21569,2020,CA,CDF,AEU,GRANT FIRE,00016543,2020/06/12 00:00:00+00,2020/06/12 00:00:00+00,2,,5042,5062.1978,1,1,,0.252374323448955,0.0021175299866648
21580,2020,CA,CDF,FKU,MINERAL,00010219,2020/07/13 00:00:00+00,2020/07/26 00:00:00+00,14,,29666.96,29666.955,2,1,,0.926427058665383,0.012026873023874
21595,2020,CA,CDF,BEU,CARMEL,00004081,2020/08/18 00:00:00+00,2020/09/06 00:00:00+00,10,"Brush or brush-and-grass mixture fire
",6901,6996.9443,7,1,,0.459550199198688,0.00284515924187499
21604,2020,CA,CDF,BEU,RIVER,00004024,2020/08/16 00:00:00+00,2020/09/04 00:00:00+00,1,"Brush or brush-and-grass mixture fire
",48088,50213.816,7,1,,1.52728999293397,0.020435113883232
21616,2020,CA,CDF,SCU,SCU COMPLEX,00005740,2020/08/16 00:00:00+00,2020/09/11 00:00:00+00,1,,,396824.47,2,1,,5.11378371267829,0.163313270279108
21618,2020,CA,CDF,SCU,CREWS,00004686,2020/07/05 00:00:00+00,2020/07/15 00:00:00+00,8,,,5513.1914,2,1,,0.37256432755018,0.00225908523379681
21625,2020,CA,CDF,RRU,APPLE,00096640,2020/07/31 00:00:00+00,2020/08/09 00:00:00+00,14,Auto-generated by EGP-IRWIN,,33209.312,2,1,,1.23414748057539,0.0131184702544968
21641,2020,CA,USF,ANF,BOBCAT,00003687,2020/09/06 00:00:00+00,2020/10/19 00:00:00+00,14,56C3E0AE-98EF-4433-863D-23A5DFF3D0C2,115796,115997.98,7,1,,3.56767002721514,0.0459862216427482
21665,2020,CA,CDF,LNU,WALLBRIDGE,00013407,2020/08/17 00:00:00+00,2020/09/02 00:00:00+00,1,Part of the LNU LIGHTNING COMPLEX,,55208.938,7,1,,1.27483821335705,0.0231095359339197
